base_intent_id,domain,model_name,group_response_count,group_core_sensitivity,group_semantic_sensitivity,group_claim_risk_proxy,group_recommendation_instability,group_token_ceiling_rate
SPOR_S04,Sports,ChatGPT,10,0.5545375124386309,0.33612284661158875,0.8400000000000001,0.9945130683852488,0.8
SPOR_S04,Sports,Claude,10,0.6183826361779875,0.38693475517314,0.7,0.993048815490336,0.1
SPOR_S04,Sports,Gemini,10,0.5935132676924373,0.3472635979653619,0.77,0.9961643062397373,0.0
SPOR_S05,Sports,ChatGPT,10,0.4566134871716342,0.24759633703428113,0.9099999999999999,0.9921362707341221,0.5
SPOR_S05,Sports,Claude,10,0.589506233276588,0.36964757303101337,0.825,0.9970432617491441,0.0
SPOR_S05,Sports,Gemini,10,0.49605289250818824,0.23840150300800017,0.8550000000000001,0.9983660130718953,0.0
SPOR_S06,Sports,ChatGPT,10,0.618892969698526,0.38664339837786216,0.7849999999999999,0.9956303519214703,0.4
SPOR_S06,Sports,Claude,10,0.5796176522524588,0.3472766618596003,0.6,0.9743160089307875,0.0
SPOR_S06,Sports,Gemini,10,0.43243212741777537,0.1621837694759113,0.885,0.9463767013982627,0.0
SPOR_S07,Sports,ChatGPT,10,0.40902407561102017,0.17758352747741707,0.8699999999999999,0.9804162209053513,0.5
SPOR_S07,Sports,Claude,10,0.4895680651018675,0.2266925585345009,0.7150000000000001,0.9983018733018734,0.0
SPOR_S07,Sports,Gemini,10,0.4807870323300022,0.19537094390681972,0.77,0.9768518518518517,0.0
SPOR_S08,Sports,ChatGPT,10,0.5620754804293913,0.33836716578183523,0.9,0.9980403151598805,0.7
SPOR_S08,Sports,Claude,10,0.5780655031099726,0.3692816136014324,0.885,0.9994047619047619,0.1
SPOR_S08,Sports,Gemini,10,0.5862243446650303,0.33198410117394467,0.755,0.9916877104377105,0.0
SPOR_S09,Sports,ChatGPT,10,0.5523997443656016,0.3043516692924279,0.545,0.9986772486772486,0.8
SPOR_S09,Sports,Claude,10,0.5660796438033934,0.37629669149066036,0.36,1.0,0.1
SPOR_S09,Sports,Gemini,10,0.5424359718019587,0.2915375707485729,0.77,1.0,0.0
SPOR_S10,Sports,ChatGPT,10,0.45305222117315386,0.2097891451651351,0.8150000000000001,0.9900965070747342,0.7
SPOR_S10,Sports,Claude,10,0.5618327574305192,0.309753559383079,0.53,0.9991289198606272,0.1
SPOR_S10,Sports,Gemini,10,0.5034342274978736,0.2555426635270185,0.755,0.9671747312222981,0.0
SPOR_S11,Sports,ChatGPT,10,0.43478258549568033,0.20132294086631256,0.71,0.9972787810418535,0.7
SPOR_S11,Sports,Claude,10,0.5054652489896434,0.237196230971221,0.545,0.9927723186910158,0.0
SPOR_S11,Sports,Gemini,10,0.538100487943052,0.25957812483985243,0.71,0.994327731092437,0.0
SPOR_S12,Sports,ChatGPT,10,0.5123432455642536,0.3144598579406959,0.885,0.9861099429193343,0.7
SPOR_S12,Sports,Claude,10,0.567801218581537,0.35736970530145395,0.9550000000000001,0.9841582551238771,0.0
SPOR_S12,Sports,Gemini,10,0.5426879203429887,0.3131887496518865,0.8400000000000001,0.9772137085862576,0.0
SPOR_S13,Sports,ChatGPT,10,0.5643566039547783,0.28823251408000033,0.6,0.9931755776513841,0.6
SPOR_S13,Sports,Claude,10,0.4406942704997726,0.1596707400892425,0.7,0.9939285714285715,0.0
SPOR_S13,Sports,Gemini,10,0.39967618472294564,0.14769422134465116,0.9,0.8509259259259259,0.0
SPOR_S14,Sports,ChatGPT,10,0.5101328046003439,0.2942170198403631,0.925,0.994610938689886,0.6
SPOR_S14,Sports,Claude,10,0.5666321674705859,0.3719379096279776,0.97,0.9919503084634664,0.0
SPOR_S14,Sports,Gemini,10,0.6021260472030616,0.3733023039271736,0.8400000000000001,1.0,0.0
SPOR_S15,Sports,ChatGPT,10,0.5341917993230391,0.24589560674400063,0.545,0.9993506493506494,0.5
SPOR_S15,Sports,Claude,10,0.5531274173953478,0.32258138633086536,0.32,1.0,0.0
SPOR_S15,Sports,Gemini,10,0.4981442748398896,0.2251335786598126,0.74,1.0,0.0
SPOR_S16,Sports,ChatGPT,10,0.6054267980102004,0.35538419303191576,0.475,1.0,0.7
SPOR_S16,Sports,Claude,10,0.6182545472187657,0.4704765095603759,0.375,1.0,0.0
SPOR_S16,Sports,Gemini,10,0.6149235130348033,0.3936339949101858,0.725,1.0,0.0
SPOR_S17,Sports,ChatGPT,10,0.4256690672643483,0.17365540155558107,0.9400000000000001,0.991385268432052,0.7
SPOR_S17,Sports,Claude,10,0.46250169800585494,0.22184309414924294,0.9099999999999999,0.9964612682003986,0.0
SPOR_S17,Sports,Gemini,10,0.452830528029964,0.19412259058654166,0.9400000000000001,0.9908730158730159,0.0
SPOR_S18,Sports,ChatGPT,10,0.38709005560249643,0.09818857279692898,0.77,0.9860535280286393,0.7
SPOR_S18,Sports,Claude,10,0.48448461493355993,0.21275618295534854,0.45999999999999996,0.9941358024691359,0.0
SPOR_S18,Sports,Gemini,10,0.42336528586375655,0.13690752782905127,0.74,0.9111223961223962,0.0
SPOR_S19,Sports,ChatGPT,10,0.5231393005198864,0.2708094574343391,0.7849999999999999,0.9957466712269668,0.8
SPOR_S19,Sports,Claude,10,0.559376498570814,0.31658813623151827,0.63,1.0,0.0
SPOR_S19,Sports,Gemini,10,0.528768007895579,0.27773859537944556,0.725,1.0,0.0
SPOR_S20,Sports,ChatGPT,10,0.40975308314995196,0.1522170198015145,0.74,0.9944003571337974,0.7
SPOR_S20,Sports,Claude,10,0.48347540776568215,0.19802268146527302,0.6,0.9988479262672811,0.0
SPOR_S20,Sports,Gemini,10,0.4444432643683839,0.15668405314907857,0.725,0.9918871252204585,0.0
TECH_T01,Technology,ChatGPT,8,0.4090018481976245,0.21613414246739765,0.925,0.9518646284271284,0.625
